Store;Date;Weekly_Sales;Holiday_Flag;Temperature;Fuel_Price;CPI;Unemployment
1;10/06/2011;158894832;0;8313;3648;2150435229;7682
1;17/06/2011;153211486;0;8641;3637;2149980596;7682
1;24/06/2011;143883015;0;8358;3594;2150910982;7682
1;01/07/2011;148853809;0;8555;3524;2151841368;7962
1;08/07/2011;153484964;0;8583;348;2152771754;7962
1;15/07/2011;145511997;0;8854;3575;2153611087;7962
1;22/07/2011;139692682;0;8577;3651;2154222784;7962
1;29/07/2011;135221979;0;8683;3682;2154834482;7962
1;05/08/2011;162438375;0;9165;3684;215544618;7962
1;12/08/2011;152514709;0;9076;3638;2156057878;7962
1;19/08/2011;153076143;0;8994;3554;2156693107;7962
1;26/08/2011;146469346;0;8796;3523;2157332258;7962
1;02/09/2011;155022922;0;8783;3533;2157971409;7962
1;09/09/2011;154047124;1;76;3546;215861056;7962
1;16/09/2011;151425978;0;7994;3526;2160410526;7962
1;23/09/2011;138002027;0;758;3467;2163758246;7962
1;30/09/2011;139456183;0;7969;3355;2167105965;7962
1;07/10/2011;163098995;0;6931;3285;2170453684;7866
1;14/10/2011;149352593;0;7174;3274;2173552733;7866
1;21/10/2011;150256278;0;6371;3353;2175159762;7866
1;28/10/2011;144524909;0;6657;3372;2176766791;7866
1;04/11/2011;169722958;0;5498;3332;217837382;7866
1;11/11/2011;159493889;0;5911;3297;2179980849;7866
1;18/11/2011;15394837;0;6225;3308;2182205088;7866
1;25/11/2011;203332066;1;6014;3236;2184676211;7866
1;02/12/2011;158408395;0;4891;3172;2187147333;7866
1;09/12/2011;179968238;0;4393;3158;2189618456;7866
1;16/12/2011;188117667;0;5163;3159;2191794533;7866
1;23/12/2011;227018899;0;4796;3112;2193577216;7866
1;30/12/2011;149746272;1;4455;3129;2195359898;7866
1;06/01/2012;155036992;0;4901;3157;2197142581;7348
1;13/01/2012;145960117;0;4853;3261;2198925263;7348
1;20/01/2012;139439384;0;5411;3268;2199856893;7348
1;27/01/2012;131932559;0;5426;329;2200788523;7348
1;03/02/2012;163633965;0;5655;336;2201720153;7348
1;10/02/2012;180247743;1;4802;3409;2202651783;7348
1;17/02/2012;1819870;0;4532;351;2204257586;7348
1;24/02/2012;153938783;0;5725;3555;220636902;7348
1;02/03/2012;168842076;0;6096;363;2208480454;7348
1;09/03/2012;167543116;0;5876;3669;2210591887;7348
1;16/03/2012;167747278;0;6474;3734;2212118132;7348
1;23/03/2012;151106807;0;6593;3787;2212864126;7348
1;30/03/2012;164960463;0;6761;3845;2213610119;7348
1;06/04/2012;189967688;0;7043;3891;2214356112;7143
1;13/04/2012;16210317;0;6907;3891;2215102105;7143
1;20/04/2012;152157787;0;6676;3877;2215640737;7143
1;27/04/2012;146892837;0;6723;3814;2216179368;7143
1;04/05/2012;168451999;0;7555;3749;2216718;7143
1;11/05/2012;161109605;0;7377;3688;2217256632;7143
1;18/05/2012;159590187;0;7033;363;221742674;7143
1;25/05/2012;155544455;0;7722;3561;221744944;7143
1;01/06/2012;162447758;0;7795;3501;2217472139;7143
1;08/06/2012;169723096;0;783;3452;2217494839;7143
1;15/06/2012;1630607;0;7935;3393;2217626421;7143
1;22/06/2012;152784581;0;7839;3346;2218030211;7143
1;29/06/2012;154042149;0;8488;3286;2218434;7143
1;06/07/2012;176985416;0;8157;3227;2218837789;6908
1;13/07/2012;152701404;0;7712;3256;2219241579;6908
1;20/07/2012;149795476;0;8042;3311;2219327267;6908
1;27/07/2012;143912371;0;8266;3407;2219412954;6908
1;03/08/2012;163113579;0;8611;3417;2219498642;6908
1;10/08/2012;159240997;0;8505;3494;2219584329;6908
1;17/08/2012;159786805;0;8485;3571;2220384109;6908
1;24/08/2012;149412238;0;7766;362;2221719457;6908
1;31/08/2012;15820834;0;8049;3638;2223054805;6908
1;07/09/2012;166176733;1;8396;373;2224390153;6908
1;14/09/2012;151742887;0;7497;3717;2225820193;6908
1;21/09/2012;150612606;0;6987;3721;2227818386;6908
1;28/09/2012;143705926;0;7608;3666;2229816579;6908
1;05/10/2012;167078597;0;6855;3617;2231814772;6573
1;12/10/2012;157307281;0;6299;3601;2233812965;6573
1;19/10/2012;150806877;0;6797;3594;2234257233;6573
1;26/10/2012;149365974;0;6916;3506;2234442513;6573
2;05/02/2010;213698946;0;4019;2572;2107526053;8324
2;12/02/2010;21378095;1;3849;2548;2108979935;8324
2;19/02/2010;212445154;0;3969;2514;2109451605;8324
2;26/02/2010;186509727;0;461;2561;2109759573;8324
2;05/03/2010;199101313;0;4717;2625;2110067542;8324
2;12/03/2010;199048378;0;5756;2667;211037551;8324
2;19/03/2010;194607088;0;5452;272;2108733316;8324
2;26/03/2010;175019781;0;5126;2732;2106766095;8324
2;02/04/2010;206618772;0;6327;2719;2104798874;82
2;09/04/2010;195468921;0;6541;277;2102831653;82
2;16/04/2010;187495794;0;6807;2808;2101495463;82
2;23/04/2010;182199093;0;6511;2795;2101000648;82
2;30/04/2010;180245029;0;6698;278;2100505833;82
2;07/05/2010;204258171;0;7128;2835;2100011018;82
2;14/05/2010;188075236;0;7331;2854;2099984585;82
2;21/05/2010;18969371;0;7483;2826;2102768443;82
2;28/05/2010;195711389;0;8113;2759;2105552301;82
2;04/06/2010;210253993;0;8181;2705;210833616;82
2;11/06/2010;202553876;0;834;2668;2111120018;82
2;18/06/2010;200163696;0;8581;2637;2111096543;82
2;25/06/2010;193992709;0;8626;2653;2109950134;82
2;02/07/2010;200394064;0;8274;2669;2108803726;8099
2;09/07/2010;188090262;0;8259;2642;2107657317;8099
2;16/07/2010;184587979;0;8532;2623;2107577954;8099
2;23/07/2010;178171771;0;8766;2608;2108921319;8099
2;30/07/2010;180424616;0;8349;264;2110264684;8099
2;06/08/2010;199190998;0;8953;2627;2111608049;8099
2;13/08/2010;189560105;0;8905;2692;2112951413;8099
2;20/08/2010;196433523;0;887;2664;2112596586;8099
2;27/08/2010;186384049;0;8712;2619;2112241759;8099
2;03/09/2010;190460809;0;8183;2577;2111886931;8099
2;10/09/2010;183912883;1;7909;2565;2111532104;8099
2;17/09/2010;17939036;0;8205;2582;2111806415;8099
2;24/09/2010;172455722;0;8179;2624;2112552578;8099
2;01/10/2010;182744043;0;6924;2603;2113298742;8163
2;08/10/2010;184992144;0;6319;2633;2114044906;8163
2;15/10/2010;179435549;0;658;272;2114713286;8163
2;22/10/2010;173794764;0;685;2725;2115187208;8163
2;29/10/2010;180275511;0;6624;2716;2115661131;8163
2;05/11/2010;193906141;0;5785;2689;2116135053;8163
2;12/11/2010;191681274;0;5969;2728;2116608975;8163
2;19/11/2010;195673917;0;5081;2771;2115470304;8163
2;26/11/2010;265872529;1;6298;2735;2114062867;8163
2;03/12/2010;201578127;0;4933;2708;211265543;8163
2;10/12/2010;237872655;0;455;2843;2111247993;8163
2;17/12/2010;260916675;0;4755;2869;2110645458;8163
2;24/12/2010;343600768;0;4997;2886;2110646599;8163
2;31/12/2010;175043455;1;473;2943;211064774;8163
2;07/01/2011;175805079;0;4469;2976;2110648881;8028
2;14/01/2011;174419358;0;3302;2983;2111176713;8028
2;21/01/2011;17513849;0;414;3016;2114864691;8028
2;28/01/2011;169537168;0;4283;301;2118552668;8028
2;04/02/2011;192934623;0;3825;2989;2122240646;8028
2;11/02/2011;216804161;1;3319;3022;2125928624;8028
2;18/02/2011;208088482;0;5783;3045;2129033115;8028
2;25/02/2011;183351108;0;608;3065;213190421;8028
2;04/03/2011;198160778;0;5777;3288;2134775305;8028
2;11/03/2011;187910731;0;527;3459;2137646401;8028
2;18/03/2011;190255766;0;6232;3488;2140156238;8028
2;25/03/2011;176616205;0;6942;3473;2142521573;8028
2;01/04/2011;180017136;0;5543;3524;2144886908;7931
2;08/04/2011;184755261;0;67;3622;2147252242;7931
2;15/04/2011;185646784;0;6948;3743;2149420631;7931
2;22/04/2011;18863396;0;6939;3807;2151096657;7931
2;29/04/2011;174554528;0;6921;381;2152772683;7931
2;06/05/2011;18377436;0;6148;3906;2154448709;7931
2;13/05/2011;183851307;0;7461;3899;2156124735;7931
2;20/05/2011;168828186;0;6714;3907;2153834778;7931
2;27/05/2011;179773256;0;7642;3786;2151544822;7931
2;03/06/2011;193375621;0;8307;3699;2149254865;7931
2;10/06/2011;192915316;0;834;3648;2146964908;7931
2;17/06/2011;195377199;0;8653;3637;2146513538;7931
2;24/06/2011;17909258;0;8517;3594;2147441108;7931
2;01/07/2011;1866243;0;8569;3524;2148368678;7852
2;08/07/2011;185316199;0;877;348;2149296249;7852
2;15/07/2011;178518729;0;8983;3575;2150134426;7852
2;22/07/2011;174381641;0;8934;3651;2150749122;7852
2;29/07/2011;168069306;0;9007;3682;2151363819;7852
2;05/08/2011;187670426;0;9334;3684;2151978515;7852
2;12/08/2011;181276826;0;9158;3638;2152593211;7852
2;19/08/2011;184409459;0;8986;3554;2153229307;7852
2;26/08/2011;182113991;0;9045;3523;215386897;7852
2;02/09/2011;18091197;0;8964;3533;2154508632;7852
2;09/09/2011;174800065;1;7797;3546;2155148295;7852
2;16/09/2011;169143952;0;7885;3526;2156944378;7852
2;23/09/2011;166929978;0;7558;3467;2160282356;7852
2;30/09/2011;165039444;0;7814;3355;2163620333;7852
2;07/10/2011;183755343;0;6992;3285;2166958311;7441
2;14/10/2011;174388219;0;7167;3274;2170048261;7441
2;21/10/2011;183468025;0;6453;3353;2171650042;7441
2;28/10/2011;176929625;0;6587;3372;2173251824;7441
2;04/11/2011;19597079;0;5553;3332;2174853605;7441
2;11/11/2011;192072515;0;5933;3297;2176455387;7441
2;18/11/2011;19027625;0;6201;3308;2178670218;7441
2;25/11/2011;26142023;1;5636;3236;2181130269;7441
2;02/12/2011;1954952;0;4874;3172;2183590319;7441
2;09/12/2011;229054932;0;4176;3158;218605037;7441
2;16/12/2011;243273652;0;5013;3159;2188217928;7441
2;23/12/2011;32243698;0;4666;3112;2189995495;7441
2;30/12/2011;187422652;1;4457;3129;2191773063;7441
2;06/01/2012;179952014;0;4675;3157;219355063;7057
2;13/01/2012;174472548;0;4599;3261;2195328198;7057
2;20/01/2012;171176911;0;517;3268;2196258417;7057
2;27/01/2012;166090614;0;505;329;2197188636;7057
2;03/02/2012;193529994;0;5521;336;2198118854;7057
2;10/02/2012;210332268;1;4698;3409;2199049073;7057
2;17/02/2012;219668846;0;4382;351;2200651993;7057
2;24/02/2012;18618027;0;5463;3555;220275944;7057
2;02/03/2012;195255566;0;5879;363;2204866886;7057
2;09/03/2012;193762826;0;5711;3669;2206974332;7057
2;16/03/2012;197608213;0;6368;3734;2208498468;7057
2;23/03/2012;179043916;0;6401;3787;2209244858;7057
2;30/03/2012;185748084;0;6683;3845;2209991248;7057
2;06/04/2012;212903591;0;6843;3891;2210737638;6891
2;13/04/2012;19358691;0;6808;3891;2211484028;6891
2;20/04/2012;184734445;0;6569;3877;2212021074;6891
2;27/04/2012;176413309;0;672;3814;221255812;6891
2;04/05/2012;192395709;0;7673;3749;2213095166;6891
2;11/05/2012;191752099;0;7387;3688;2213632212;6891
2;18/05/2012;200094067;0;7127;363;221380331;6891
2;25/05/2012;191279109;0;7819;3561;2213828029;6891
2;01/06/2012;191009237;0;7838;3501;2213852748;6891
2;08/06/2012;201021649;0;7869;3452;2213877467;6891
2;15/06/2012;19629243;0;8056;3393;2214009901;6891
2;22/06/2012;188773321;0;8104;3346;2214411622;6891
2;29/06/2012;188104612;0;8632;3286;2214813343;6891
2;06/07/2012;20415074;0;842;3227;2215215064;6565
2;13/07/2012;183007513;0;8017;3256;2215616784;6565
2;20/07/2012;181966646;0;8323;3311;2215701123;6565
2;27/07/2012;175792388;0;8637;3407;2215785461;6565
2;03/08/2012;194610464;0;9022;3417;2215869799;6565
2;10/08/2012;186671996;0;8855;3494;2215954138;6565
2;17/08/2012;192801601;0;8479;3571;2216751459;6565
2;24/08/2012;187678815;0;7691;362;2218083518;6565
2;31/08/2012;19470833;0;8264;3638;2219415576;6565
2;07/09/2012;189877707;1;8765;373;2220747635;6565
2;14/09/2012;181480663;0;7588;3717;2222174395;6565
2;21/09/2012;182941567;0;7109;3721;2224169362;6565
2;28/09/2012;174647056;0;7945;3666;2226164329;6565
2;05/10/2012;199832104;0;7027;3617;2228159296;617
2;12/10/2012;190074513;0;6097;3601;2230154263;617
2;19/10/2012;184799041;0;6808;3594;2230598077;617
2;26/10/2012;183445835;0;6979;3506;2230783366;617
3;05/02/2010;46162222;0;4571;2572;2144248812;7368
3;12/02/2010;42072896;1;4793;2548;2145747916;7368
3;19/02/2010;42164219;0;4707;2514;2146198868;7368
3;26/02/2010;40720486;0;5205;2561;2146475127;7368
3;05/03/2010;41520204;0;5304;2625;2146751386;7368
3;12/03/2010;38420069;0;6308;2667;2147027646;7368
3;19/03/2010;37532859;0;6042;272;2145301219;7368
3;26/03/2010;35994927;0;5706;2732;2143241011;7368
3;02/04/2010;4232944;0;6556;2719;2141180803;7343
3;09/04/2010;41587028;0;68;277;2139120595;7343
3;16/04/2010;35499326;0;6698;2808;2137726889;7343
3;23/04/2010;33997665;0;6787;2795;2137221852;7343
3;30/04/2010;36124839;0;7024;278;2136716815;7343
3;07/05/2010;39932386;0;7347;2835;2136211778;7343
3;14/05/2010;38435794;0;7718;2854;2136196139;7343
3;21/05/2010;34376317;0;7581;2826;2139116886;7343
3;28/05/2010;35008923;0;786;2759;2142037634;7343
3;04/06/2010;3969688;0;7853;2705;2144958382;7343
3;11/06/2010;35501709;0;821;2668;214787913;7343
3;18/06/2010;36407685;0;8352;2637;2147858259;7343
3;25/06/2010;35734648;0;8379;2653;2146660741;7343
3;02/07/2010;38115172;0;822;2669;2145463222;7346
3;09/07/2010;34921418;0;8175;2642;2144265704;7346
3;16/07/2010;35272878;0;8432;2623;2144176476;7346
3;23/07/2010;35286449;0;8332;2608;2145564968;7346
3;30/07/2010;34795505;0;8204;264;214695346;7346
3;06/08/2010;40263576;0;8513;2627;2148341952;7346
3;13/08/2010;33959738;0;8674;2692;2149730444;7346
3;20/08/2010;35172821;0;8802;2664;2149314191;7346
3;27/08/2010;36213409;0;8615;2619;2148897938;7346
3;03/09/2010;36647397;0;8416;2577;2148481685;7346
3;10/09/2010;35226097;1;8084;2565;2148065431;7346
3;17/09/2010;36306464;0;8236;2582;2148322484;7346
3;24/09/2010;35562687;0;769;2624;2149084516;7346
3;01/10/2010;3587841;0;736;2603;2149846548;7564
3;08/10/2010;39510735;0;6699;2633;215060858;7564
3;15/10/2010;34558439;0;6971;272;2151293114;7564
3;22/10/2010;34889598;0;7164;2725;21517839;7564
3;29/10/2010;34859174;0;7204;2716;2152274686;7564
3;05/11/2010;42317556;0;6294;2689;2152765472;7564
3;12/11/2010;38663503;0;6279;2728;2153256258;7564
3;19/11/2010;37254532;0;5772;2771;2152074519;7564
3;26/11/2010;56556784;1;6871;2735;2150614025;7564
3;03/12/2010;47642077;0;5376;2708;2149153531;7564
3;10/12/2010;46764203;0;5113;2843;2147693037;7564
3;17/12/2010;49815939;0;522;2869;214704919;7564
3;24/12/2010;60599041;0;5716;2886;2147017828;7564
3;31/12/2010;38267776;1;532;2943;2146986466;7564
3;07/01/2011;37824134;0;5335;2976;2146955104;7551
3;14/01/2011;3810611;0;4476;2983;2147470729;7551
3;21/01/2011;3508767;0;5074;3016;2151268275;7551
3;28/01/2011;36486624;0;4871;301;2155065821;7551
3;04/02/2011;43851653;0;4595;2989;2158863367;7551
3;11/02/2011;43052621;1;4357;3022;2162660913;7551
3;18/02/2011;4327821;0;6158;3045;2165843571;7551
3;25/02/2011;39721119;0;674;3065;2168780275;7551
3;04/03/2011;43708451;0;6511;3288;2171716979;7551
3;11/03/2011;4047533;0;6129;3459;2174653683;7551
3;18/03/2011;39210951;0;6947;3488;2177235226;7551
3;25/03/2011;38068367;0;7294;3473;2179674705;7551
3;01/04/2011;37455608;0;6876;3524;2182114184;7574
3;08/04/2011;38407531;0;7255;3622;2184553663;7574
3;15/04/2011;36625069;0;7588;3743;2186788642;7574
3;22/04/2011;39186004;0;7691;3807;218851237;7574
3;29/04/2011;3674054;0;7869;381;2190236099;7574
3;06/05/2011;41304212;0;6945;3906;2191959827;7574
3;13/05/2011;38631268;0;7987;3899;2193683556;7574
3;20/05/2011;36460313;0;7579;3907;219127216;7574
3;27/05/2011;3693506;0;8441;3786;2188860765;7574
3;03/06/2011;39450784;0;8429;3699;2186449369;7574
3;10/06/2011;39163875;0;8484;3648;2184037974;7574
3;17/06/2011;40342334;0;8696;3637;2183551748;7574
3;24/06/2011;38552071;0;8494;3594;21845094;7574
3;01/07/2011;36896272;0;851;3524;2185467052;7567
3;08/07/2011;39514624;0;8538;348;2186424704;7567
3;15/07/2011;37345433;0;8714;3575;2187275216;7567
3;22/07/2011;36061737;0;8619;3651;2187857881;7567
3;29/07/2011;34538129;0;8807;3682;2188440545;7567
3;05/08/2011;40998125;0;8845;3684;2189023209;7567
3;12/08/2011;38037685;0;8888;3638;2189605873;7567
3;19/08/2011;37971691;0;8844;3554;219023271;7567
3;26/08/2011;36636755;0;8767;3523;2190866908;7567
3;02/09/2011;37598869;0;8912;3533;2191501106;7567
3;09/09/2011;37734749;1;8172;3546;2192135305;7567
3;16/09/2011;37562951;0;8363;3526;2193972867;7567
3;23/09/2011;36524894;0;8019;3467;2197414914;7567
3;30/09/2011;36847793;0;8258;3355;220085696;7567
3;07/10/2011;4033424;0;7554;3285;2204299007;7197
3;14/10/2011;36828257;0;7375;3274;2207486167;7197
3;21/10/2011;39497636;0;6903;3353;2209144005;7197
3;28/10/2011;38954062;0;7104;3372;2210801842;7197
3;04/11/2011;45944322;0;5931;3332;221245968;7197
3;11/11/2011;40776425;0;617;3297;2214117517;7197
3;18/11/2011;39883897;0;6391;3308;2216432852;7197
3;25/11/2011;55692519;1;68;3236;2219011185;7197
3;02/12/2011;47251132;0;5497;3172;2221589519;7197
3;09/12/2011;4687728;0;4926;3158;2224167852;7197
3;16/12/2011;51074762;0;5795;3159;2226426418;7197
3;23/12/2011;55122121;0;5341;3112;2228258628;7197
3;30/12/2011;41055388;1;4829;3129;2230090839;7197
3;06/01/2012;39817821;0;5242;3157;2231923049;6833
3;13/01/2012;36743862;0;5186;3261;2233755259;6833
3;20/01/2012;36581861;0;562;3268;2234700552;6833
3;27/01/2012;3495181;0;5806;329;2235645845;6833
3;03/02/2012;42496066;0;5933;336;2236591137;6833
3;10/02/2012;47329247;1;5165;3409;223753643;6833
3;17/02/2012;47559108;0;5239;351;2239170153;6833
3;24/02/2012;41892547;0;6012;3555;2241320199;6833
3;02/03/2012;46975256;0;6165;363;2243470245;6833
3;09/03/2012;44516205;0;6071;3669;2245620291;6833
3;16/03/2012;4117758;0;64;3734;2247166953;6833
3;23/03/2012;41390725;0;6653;3787;2247909104;6833
3;30/03/2012;40748884;0;6936;3845;2248651254;6833
3;06/04/2012;50323213;0;7301;3891;2249393405;6664
3;13/04/2012;42078974;0;7283;3891;2250135556;6664
3;20/04/2012;43482213;0;7205;3877;2250689541;6664
3;27/04/2012;39461611;0;7339;3814;2251243526;6664
3;04/05/2012;43991357;0;7951;3749;2251797511;6664
3;11/05/2012;43198536;0;7519;3688;2252351496;6664
3;18/05/2012;41811276;0;7238;363;2252512024;6664
3;25/05/2012;41370129;0;7858;3561;2252515168;6664
3;01/06/2012;43226853;0;8155;3501;2252518313;6664
3;08/06/2012;4463368;0;8165;3452;2252521458;6664
3;15/06/2012;44207479;0;8466;3393;2252644795;6664
3;22/06/2012;41949795;0;827;3346;2253068615;6664
3;29/06/2012;42296533;0;8642;3286;2253492435;6664
3;06/07/2012;4112065;0;8314;3227;2253916254;6334
3;13/07/2012;4169131;0;8228;3256;2254340074;6334
3;20/07/2012;43242485;0;8138;3311;2254438827;6334
3;27/07/2012;3894279;0;8494;3407;2254537579;6334
3;03/08/2012;41999029;0;8655;3417;2254636332;6334
3;10/08/2012;3918116;0;8585;3494;2254735085;6334
3;17/08/2012;39491883;0;8736;3571;2255558664;6334
3;24/08/2012;41244967;0;8301;362;2256925864;6334
3;31/08/2012;40883873;0;8518;3638;2258293063;6334
3;07/09/2012;40822973;1;8499;373;2259660263;6334
3;14/09/2012;40758916;0;7836;3717;2261122067;6334
3;21/09/2012;41439209;0;7278;3721;2263151496;6334
3;28/09/2012;38981302;0;7746;3666;2265180926;6334
3;05/10/2012;44355765;0;7274;3617;2267210356;6034
3;12/10/2012;41080439;0;7031;3601;2269239785;6034
3;19/10/2012;42451308;0;7344;3594;2269688442;6034
3;26/10/2012;4054327;0;7466;3506;2269873637;6034
4;05/02/2010;213514387;0;4376;2598;1264420645;8623
4;12/02/2010;218830739;1;2884;2573;1264962581;8623
4;19/02/2010;204986026;0;3645;254;1265262857;8623
4;26/02/2010;192572884;0;4136;259;1265522857;8623
4;05/03/2010;197105744;0;4349;2654;1265782857;8623
4;12/03/2010;189432409;0;4963;2704;1266042857;8623
4;19/03/2010;189742936;0;5519;2743;1266066452;8623
4;26/03/2010;17625393;0;3991;2752;1266050645;8623
4;02/04/2010;197924712;0;4877;274;1266034839;7896
4;09/04/2010;181845272;0;5416;2773;1266019032;7896
4;16/04/2010;185151969;0;5623;281;1265621;7896
4;23/04/2010;18026779;0;5687;2805;1264713333;7896
4;30/04/2010;181727328;0;5304;2787;1263805667;7896
4;07/05/2010;200062614;0;5677;2836;1262898;7896
4;14/05/2010;187559728;0;6235;2845;1262085484;7896
4;21/05/2010;19037526;0;674;282;1261843871;7896
4;28/05/2010;18575337;0;6773;2756;1261602258;7896
4;04/06/2010;190329058;0;7083;2701;1261360645;7896
4;11/06/2010;187061923;0;7845;2668;1261119032;7896
4;18/06/2010;192973635;0;8153;2635;126114;7896
4;25/06/2010;184665195;0;811;2654;1261266;7896
4;02/07/2010;188133721;0;7366;2668;1261392;7372
4;09/07/2010;181220822;0;8035;2637;1261518;7372
4;16/07/2010;189842766;0;7853;2621;1261498065;7372
4;23/07/2010;184842678;0;7978;2612;1261283548;7372
4;30/07/2010;179663761;0;807;265;1261069032;7372
4;06/08/2010;190763858;0;7653;264;1260854516;7372
4;13/08/2010;200705075;0;7808;2698;126064;7372
4;20/08/2010;199718109;0;7883;2671;1260766452;7372
4;27/08/2010;184840392;0;7444;2621;1260892903;7372
4;03/09/2010;193585758;0;768;2584;1261019355;7372
4;10/09/2010;186582081;1;7354;2574;1261145806;7372
4;17/09/2010;189995961;0;6491;2594;1261454667;7372
4;24/09/2010;181068468;0;6096;2642;1261900333;7372
4;01/10/2010;184282102;0;6396;2619;1262346;7127
4;08/10/2010;195149485;0;6773;2645;1262791667;7127
4;15/10/2010;186734509;0;6203;2732;1263266774;7127
4;22/10/2010;192761006;0;6417;2736;1263815484;7127
4;29/10/2010;1933333;0;5694;2718;1264364194;7127
4;05/11/2010;201311579;0;516;2699;1264912903;7127
4;12/11/2010;199979426;0;5265;2741;1265461613;7127
4;19/11/2010;20978094;0;4805;278;1266072;7127
4;26/11/2010;278946945;1;4808;2752;1266692667;7127
4;03/12/2010;210253017;0;464;2727;1267313333;7127
4;10/12/2010;230250486;0;424;286;1267934;7127
4;17/12/2010;274005714;0;4657;2884;1268794839;7127
4;24/12/2010;352671339;0;4321;2887;1269835806;7127
4;31/12/2010;179486874;1;3809;2955;1270876774;7127
4;07/01/2011;186247627;0;3934;298;1271917742;651
4;14/01/2011;186550246;0;316;2992;1273009355;651
4;21/01/2011;188639394;0;3834;3017;1274404839;651
4;28/01/2011;181424085;0;406;3022;1275800323;651
4;04/02/2011;211908604;0;3461;2996;1277195806;651
4;11/02/2011;218784729;1;3329;3033;127859129;651
4;18/02/2011;231649556;0;4817;3058;12799525;651
4;25/02/2011;207809469;0;49;3087;12813;651
